,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
480,2014-07-18,2014,Sex Tape,Comedy,Live Action,Contemporary Fiction,40000000,38543473,87526036,126069509,July
481,2014-12-03,2014,Wild,Drama,Live Action,Dramatization,15000000,37880356,14580187,52460543,December
482,2014-05-16,2014,Million Dollar Arm,Drama,Live Action,Contemporary Fiction,25000000,36447959,2769953,39217912,May
483,2014-11-07,2014,The Theory of Everything,Drama,Live Action,Dramatization,15000000,35893537,87434155,123327692,November
484,2014-09-19,2014,This is Where I Leave You,Comedy,Live Action,Contemporary Fiction,20000000,34296320,7000000,41296320,September
485,2014-12-10,2014,The Gambler,Drama,Live Action,Contemporary Fiction,25000000,33680992,5037039,38718031,December
486,2014-01-03,2014,Paranormal Activity: The Marked Ones,Horror,Live Action,Contemporary Fiction,5000000,32462372,58442482,90904854,January
487,2014-10-31,2014,Nightcrawler,Thriller/Suspense,Live Action,Contemporary Fiction,8500000,32381218,17953200,50334418,October
488,2014-05-09,2014,Chef,Comedy,Live Action,Contemporary Fiction,0,31424004,15405305,46829309,May
489,2014-02-21,2014,3 Days to Kill,Thriller/Suspense,Live Action,Contemporary Fiction,28000000,30697999,8261901,38959900,February
490,2014-07-02,2014,Deliver Us from Evil,Horror,Live Action,Fantasy,30000000,30577122,57379496,87956618,July
491,2014-08-01,2014,Get on Up,Drama,Live Action,Dramatization,30000000,30569935,2769933,33339868,August
492,2014-08-22,2014,When the Game Stands Tall,Drama,Live Action,Contemporary Fiction,15000000,30127963,10949,30138912,August
493,2014-04-11,2014,Draft Day,Drama,Live Action,Contemporary Fiction,25000000,28842237,1005243,29847480,April
494,2014-04-11,2014,Oculus,Horror,Live Action,Contemporary Fiction,5000000,27695246,16420250,44115496,April
495,2014-10-17,2014,The Best of Me,Drama,Live Action,Contemporary Fiction,26000000,26766213,14293205,41059418,October
496,2014-01-31,2014,That Awkward Moment,Romantic Comedy,Live Action,Contemporary Fiction,8000000,26068955,27000000,53068955,January
497,2014-09-19,2014,A Walk Among the Tombstones,Action,Live Action,Historical Fiction,28000000,26017685,36090902,62108587,September
498,2014-01-10,2014,Her,Drama,Live Action,Science Fiction,23000000,25568251,22475747,48043998,January
499,2014-07-11,2014,Boyhood,Drama,Live Action,Contemporary Fiction,4000000,25379975,31893074,57273049,July
500,2015-12-18,2015,Star Wars Ep. VII: The Force Awakens,Adventure,Animation/Live Action,Science Fiction,306000000,936662225,1128815859,2065478084,December
501,2015-06-12,2015,Jurassic World,Action,Live Action,Science Fiction,215000000,652270625,1017673342,1669943967,June
502,2015-05-01,2015,Avengers: Age of Ultron,Action,Animation/Live Action,Super Hero,365000000,459005868,937093334,1396099202,May
503,2015-06-19,2015,Inside Out,Adventure,Digital Animation,Kids Fiction,175000000,356461711,498748492,855210203,June
504,2015-04-03,2015,Furious 7,Action,Live Action,Contemporary Fiction,190000000,353007020,1165715774,1518722794,April
505,2015-07-10,2015,Minions,Adventure,Digital Animation,Kids Fiction,74000000,336045770,823585370,1159631140,July
506,2015-11-20,2015,The Hunger Games: Mockingjay - Part 2,Thriller/Suspense,Live Action,Science Fiction,160000000,281723902,367262885,648986787,November
507,2015-10-02,2015,The Martian,Thriller/Suspense,Live Action,Science Fiction,108000000,228433663,426760537,655194200,October
508,2015-03-13,2015,Cinderella,Drama,Live Action,Fantasy,95000000,201151353,333400000,534551353,March
509,2015-11-06,2015,Spectre,Action,Live Action,Contemporary Fiction,300000000,200074175,679426585,879500760,November
510,2015-07-31,2015,Mission: ImpossibleâRogue Nation,Action,Live Action,Contemporary Fiction,150000000,195042377,493816615,688858992,July
511,2015-05-15,2015,Pitch Perfect 2,Comedy,Live Action,Contemporary Fiction,29000000,184296230,103329238,287625468,May
512,2015-12-25,2015,The Revenant,Adventure,Live Action,Dramatization,135000000,183637894,349300408,532938302,December
513,2015-07-17,2015,Ant-Man,Action,Live Action,Super Hero,130000000,180202163,338656286,518858449,July
514,2015-03-27,2015,Home,Adventure,Digital Animation,Kids Fiction,130000000,177397510,208600386,385997896,March
515,2015-09-25,2015,Hotel Transylvania 2,Adventure,Digital Animation,Kids Fiction,80000000,169700110,299800188,469500298,September
516,2015-02-13,2015,Fifty Shades of Grey,Drama,Live Action,Contemporary Fiction,40000000,166167230,404830871,570998101,February
517,2015-02-06,2015,The SpongeBob Movie: Sponge Out of Water,Adventure,Animation/Live Action,Kids Fiction,74000000,162994032,148019149,311013181,February
518,2015-08-14,2015,Straight Outta Compton,Drama,Live Action,Dramatization,28000000,161197785,40985196,202182981,August
519,2015-05-29,2015,San Andreas,Adventure,Live Action,Science Fiction,110000000,155190832,301067707,456258539,May
520,2015-05-15,2015,Mad Max: Fury Road,Action,Live Action,Science Fiction,150000000,153636354,214607282,368243636,May
521,2015-12-25,2015,Daddyâs Home,Comedy,Live Action,Contemporary Fiction,50000000,150357137,91147852,241504989,December
522,2015-03-20,2015,The Divergent Series: Insurgent,Action,Live Action,Science Fiction,110000000,130179072,164896810,295075882,March
523,2015-11-06,2015,The Peanuts Movie,Adventure,Digital Animation,Kids Fiction,99000000,130178411,119913199,250091610,November
524,2015-02-13,2015,Kingsman: The Secret Service,Action,Live Action,Contemporary Fiction,94000000,128261724,276300000,404561724,February
525,2015-11-25,2015,The Good Dinosaur,Adventure,Digital Animation,Kids Fiction,187500000,123087120,210683917,333771037,November
526,2015-06-05,2015,Spy!,Comedy,Live Action,Contemporary Fiction,65000000,110825712,121760036,232585748,June
527,2015-07-17,2015,Trainwreck,Comedy,Live Action,Contemporary Fiction,35000000,110212700,30911197,141123897,July
528,2015-11-25,2015,Creed,Drama,Live Action,Contemporary Fiction,37000000,109767581,63800000,173567581,November
529,2015-05-22,2015,Tomorrowland,Adventure,Live Action,Science Fiction,170000000,93436322,113191196,206627518,May
530,2015-03-27,2015,Get Hard,Comedy,Live Action,Contemporary Fiction,40000000,90411453,16100000,106511453,March
531,2015-07-01,2015,Terminator: Genisys,Action,Live Action,Science Fiction,155000000,89760956,342389938,432150894,July
532,2015-01-09,2015,Taken 3,Action,Live Action,Contemporary Fiction,48000000,89256424,238400000,327656424,January
533,2015-12-18,2015,Sisters,Comedy,Live Action,Contemporary Fiction,30000000,87044645,18986015,106030660,December
534,2015-12-18,2015,Alvin and the Chipmunks: The Road Chip,Adventure,Animation/Live Action,Kids Fiction,90000000,85886987,163630969,249517956,December
535,2015-09-18,2015,Maze Runner: The Scorch Trials,Thriller/Suspense,Live Action,Science Fiction,61000000,81697192,228868970,310566162,September
536,2015-06-26,2015,Ted 2,Comedy,Animation/Live Action,Fantasy,68000000,81476385,135737758,217214143,June
537,2015-10-16,2015,Goosebumps,Horror,Animation/Live Action,Fantasy,58000000,80069458,78835866,158905324,October
538,2015-07-24,2015,Pixels,Adventure,Animation/Live Action,Science Fiction,90000000,78765986,165275818,244041804,July
539,2015-01-16,2015,Paddington,Adventure,Animation/Live Action,Kids Fiction,55000000,76223578,181706765,257930343,January
540,2015-09-25,2015,The Intern,Comedy,Live Action,Contemporary Fiction,40000000,75764672,121351038,197115710,September
541,2015-10-16,2015,Bridge of Spies,Thriller/Suspense,Live Action,Historical Fiction,40000000,72313754,90184584,162498338,October
542,2015-04-17,2015,Paul Blart: Mall Cop 2,Adventure,Live Action,Contemporary Fiction,38000000,71091594,36559052,107650646,April
543,2015-12-11,2015,The Big Short,Drama,Live Action,Historical Fiction,28000000,70259870,62902882,133162752,December
544,2015-08-28,2015,War Room,Drama,Live Action,Contemporary Fiction,3000000,67790117,6196787,73986904,August
545,2015-07-01,2015,Magic Mike XXL,Comedy,Live Action,Contemporary Fiction,14500000,66013057,57647540,123660597,July
546,2015-09-11,2015,The Visit,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,65206105,33471711,98677816,September
547,2015-01-16,2015,The Wedding Ringer,Comedy,Live Action,Contemporary Fiction,23000000,64460211,15711385,80171596,January
548,2015-09-18,2015,Black Mass,Drama,Live Action,Dramatization,53000000,62575678,36262194,98837872,September
549,2015-07-29,2015,Vacation,Comedy,Live Action,Contemporary Fiction,31000000,58884188,43422312,102306500,July
550,2015-09-11,2015,The Perfect Guy,Thriller/Suspense,Live Action,Contemporary Fiction,18000000,57027435,3250731,60278166,September
551,2015-12-25,2015,Joy,Drama,Live Action,Dramatization,60000000,56451232,44682827,101134059,December
552,2015-08-07,2015,Fantastic Four,Action,Live Action,Super Hero,120000000,56117548,111731639,167849187,August
553,2015-12-25,2015,The Hateful Eight,Western,Live Action,Historical Fiction,62000000,54117416,93985457,148102873,December
554,2015-02-27,2015,Focus,Romantic Comedy,Live Action,Contemporary Fiction,65000000,53862963,114202737,168065700,February
555,2015-07-24,2015,Southpaw,Drama,Live Action,Contemporary Fiction,30000000,52421953,41734503,94156456,July
556,2015-06-05,2015,Insidious Chapter 3,Horror,Live Action,Contemporary Fiction,10000000,52218558,68234597,120453155,June
557,2015-01-09,2015,Selma,Drama,Live Action,Dramatization,20000000,52076908,14699668,66776576,January
558,2015-02-06,2015,Jupiter Ascending,Action,Live Action,Science Fiction,179000000,47482519,134500000,181982519,February
559,2015-05-22,2015,Poltergeist,Horror,Live Action,Fantasy,35000000,47425125,48287944,95713069,May
560,2015-09-18,2015,Sicario,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,46889293,37504456,84393749,September
561,2015-08-14,2015,The Man From U.N.C.L.E.,Action,Live Action,Historical Fiction,75000000,45445109,63072626,108517735,August
562,2015-11-06,2015,Spotlight,Drama,Live Action,Dramatization,20000000,45055776,46846662,91902438,November
563,2015-02-20,2015,"McFarland, USA",Drama,Live Action,Dramatization,17000000,44480275,1227649,45707924,February
564,2015-08-07,2015,The Gift,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,43787265,15191212,58978477,August
565,2015-09-18,2015,Everest,Thriller/Suspense,Live Action,Dramatization,65000000,43482270,177814791,221297061,September
566,2015-11-20,2015,The Night Before,Comedy,Live Action,Contemporary Fiction,25000000,43035725,9532374,52568099,November
567,2015-12-04,2015,Krampus,Black Comedy,Live Action,Fantasy,15000000,42725475,19062918,61788393,December
568,2015-06-26,2015,Max,Adventure,Live Action,Contemporary Fiction,20000000,42656255,1001902,43658157,June
569,2015-04-24,2015,The Age of Adaline,Drama,Live Action,Fantasy,30000000,42629776,26354760,68984536,April
570,2015-11-04,2015,Brooklyn,Drama,Live Action,Historical Fiction,11000000,38322743,23753398,62076141,November
571,2015-04-10,2015,The Longest Ride,Drama,Live Action,Contemporary Fiction,34000000,37446117,26356811,63802928,April
572,2015-01-23,2015,The Boy Next Door,Thriller/Suspense,Live Action,Contemporary Fiction,4000000,36006065,17395873,53401938,January
573,2015-10-09,2015,Pan,Adventure,Live Action,Fantasy,150000000,35088320,116437653,151525973,October
574,2015-05-08,2015,Hot Pursuit,Comedy,Live Action,Contemporary Fiction,35000000,34580201,11091311,45671512,May
575,2015-12-25,2015,Concussion,Drama,Live Action,Contemporary Fiction,35000000,34531832,15831958,50363790,December
576,2015-02-20,2015,The DUFF,Comedy,Live Action,Contemporary Fiction,8500000,34030343,9498291,43528634,February
577,2015-04-01,2015,Woman in Gold,Drama,Live Action,Contemporary Fiction,11000000,33307793,25278614,58586407,April
578,2015-03-06,2015,The Second Best Exotic Marigold Hotel,Comedy,Live Action,Contemporary Fiction,10000000,33078266,57306040,90384306,March
579,2015-04-17,2015,Unfriended,Horror,Live Action,Fantasy,1000000,32789645,31574553,64364198,April
580,2015-06-03,2015,Entourage,Comedy,Live Action,Contemporary Fiction,30000000,32363404,14075134,46438538,June
581,2015-07-24,2015,Paper Towns,Drama,Live Action,Contemporary Fiction,12000000,32000304,53450180,85450484,July
582,2015-03-06,2015,Chappie,Action,Animation/Live Action,Science Fiction,49000000,31569268,73432788,105002056,March
583,2015-10-16,2015,Crimson Peak,Horror,Live Action,Contemporary Fiction,55000000,31090320,43876534,74966854,October
584,2015-09-02,2015,A Walk in the Woods,Adventure,Live Action,Dramatization,8000000,29499394,7619964,37119358,September
585,2015-12-25,2015,Point Break,Action,Live Action,Contemporary Fiction,100000000,28782481,97922110,126704591,December
586,2015-08-21,2015,Sinister 2,Horror,Live Action,Contemporary Fiction,10000000,27740955,26363270,54104225,August
587,2015-10-23,2015,The Last Witch Hunter,Action,Live Action,Fantasy,80000000,27367660,103451252,130818912,October
588,2015-08-26,2015,No Escape,Thriller/Suspense,Live Action,Contemporary Fiction,5000000,27288872,15555644,42844516,August
589,2015-08-07,2015,Ricki and the Flash,Drama,Live Action,Contemporary Fiction,18000000,26839498,14326535,41166033,August
590,2015-01-02,2015,The Woman in Black 2: Angel of Death,Horror,Live Action,Fantasy,0,26501323,18505369,45006692,January
591,2015-03-13,2015,Run All Night,Action,Live Action,Contemporary Fiction,50000000,26461644,40500000,66961644,March
592,2015-11-13,2015,Love the Coopers,Comedy,Live Action,Contemporary Fiction,18000000,26302731,17960682,44263413,November
593,2015-02-27,2015,The Lazarus Effect,Horror,Live Action,Science Fiction,5000000,25801570,12557740,38359310,February
594,2015-04-10,2015,Ex Machina,Thriller/Suspense,Live Action,Science Fiction,13000000,25440971,12917421,38358392,April
595,2015-12-11,2015,In the Heart of the Sea,Adventure,Live Action,Dramatization,100000000,25020758,64672551,89693309,December
596,2015-07-10,2015,The Gallows,Horror,Live Action,Fantasy,100000,22764410,18892064,41656474,July
597,2015-08-21,2015,Hitman: Agent 47,Action,Live Action,Contemporary Fiction,35000000,22467450,59715353,82182803,August
598,2015-01-30,2015,Project Almanac,Adventure,Live Action,Science Fiction,12000000,22348241,10561196,32909437,January
599,2015-01-30,2015,Black or White,Drama,Live Action,Contemporary Fiction,9000000,21571189,399832,21971021,January
600,2016-12-16,2016,Rogue One: A Star Wars Story,Adventure,Animation/Live Action,Science Fiction,200000000,532177324,522958274,1055135598,December
601,2016-06-17,2016,Finding Dory,Adventure,Digital Animation,Kids Fiction,200000000,486295561,538710564,1025006125,June
602,2016-05-06,2016,Captain America: Civil War,Action,Live Action,Super Hero,250000000,408084349,743834172,1151918521,May
603,2016-07-08,2016,The Secret Life of Pets,Adventure,Digital Animation,Kids Fiction,75000000,368384330,516918170,885302500,July
604,2016-04-15,2016,The Jungle Book,Adventure,Animation/Live Action,Fantasy,175000000,364001123,589589469,953590592,April
605,2016-02-12,2016,Deadpool,Action,Animation/Live Action,Super Hero,58000000,363070709,421954884,785025593,February
606,2016-03-04,2016,Zootopia,Adventure,Digital Animation,Kids Fiction,150000000,341268248,664712550,1005980798,March
607,2016-03-25,2016,Batman v Superman: Dawn of Justice,Action,Live Action,Super Hero,263000000,330360194,542034897,872395091,March
608,2016-08-05,2016,Suicide Squad,Action,Animation/Live Action,Super Hero,175000000,325100054,421746840,746846894,August
609,2016-12-21,2016,Sing,Adventure,Digital Animation,Kids Fiction,75000000,270329045,362154566,632483611,December
610,2016-11-23,2016,Moana,Musical,Digital Animation,Kids Fiction,150000000,248757044,387587749,636344793,November
611,2016-11-18,2016,Fantastic Beasts and Where to Find Them,Adventure,Animation/Live Action,Fantasy,180000000,234037575,579436761,813474336,November
612,2016-11-04,2016,Doctor Strange,Action,Animation/Live Action,Super Hero,165000000,232641920,443712561,676354481,November
613,2016-12-25,2016,Hidden Figures,Drama,Live Action,Dramatization,25000000,169607287,62164429,231771716,December
614,2016-07-29,2016,Jason Bourne,Action,Live Action,Contemporary Fiction,120000000,162192920,253975396,416168316,July
615,2016-07-22,2016,Star Trek Beyond,Adventure,Live Action,Science Fiction,185000000,158848340,176953893,335802233,July
616,2016-05-27,2016,X-Men: Apocalypse,Action,Live Action,Super Hero,178000000,155442489,387095057,542537546,May
617,2016-11-04,2016,Trolls,Adventure,Digital Animation,Kids Fiction,125000000,153707064,189535549,343242613,November
618,2016-12-09,2016,La La Land,Musical,Live Action,Contemporary Fiction,20000000,151101803,292904049,444005852,December
619,2016-01-29,2016,Kung Fu Panda 3,Adventure,Digital Animation,Kids Fiction,140000000,143528619,377642206,521170825,January
620,2016-07-15,2016,Ghostbusters,Comedy,Animation/Live Action,Science Fiction,144000000,128350574,100658084,229008658,July
621,2016-06-17,2016,Central Intelligence,Comedy,Live Action,Contemporary Fiction,50000000,127440871,89753934,217194805,June
622,2016-07-01,2016,The Legend of Tarzan,Adventure,Live Action,Historical Fiction,180000000,126643061,222258964,348902025,July
623,2016-09-09,2016,Sully,Drama,Live Action,Dramatization,60000000,125070033,113454523,238524556,September
624,2016-07-29,2016,Bad Moms,Comedy,Live Action,Contemporary Fiction,20000000,113257297,67741419,180998716,July
625,2016-05-20,2016,The Angry Birds Movie,Adventure,Digital Animation,Kids Fiction,73000000,107509366,244818521,352327887,May
626,2016-06-24,2016,Independence Day: Resurgence,Action,Live Action,Science Fiction,165000000,103144286,281025138,384169424,June
627,2016-06-10,2016,The Conjuring 2: The Enfield Poltergeist,Horror,Live Action,Fantasy,40000000,102470008,207993263,310463271,June
628,2016-11-11,2016,Arrival,Drama,Live Action,Science Fiction,47000000,100546139,102581755,203127894,November
629,2016-12-21,2016,Passengers,Thriller/Suspense,Live Action,Science Fiction,110000000,100014699,202224973,302239672,December
630,2016-08-12,2016,Sausage Party,Comedy,Digital Animation,Fantasy,19000000,97670358,43673897,141344255,August
631,2016-09-23,2016,The Magnificent Seven,Western,Live Action,Historical Fiction,90000000,93432655,69092501,162525156,September
632,2016-01-15,2016,Ride Along 2,Comedy,Live Action,Contemporary Fiction,40000000,90862685,33964631,124827316,January
633,2016-08-26,2016,Donât Breathe,Horror,Live Action,Contemporary Fiction,10000000,89217875,69755810,158973685,August
634,2016-09-30,2016,Miss Peregrineâs Home for Peculiar …,Adventure,Animation/Live Action,Fantasy,110000000,87242834,208744042,295986876,September
635,2016-10-14,2016,The Accountant,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,86260045,66702038,152962083,October
636,2016-06-03,2016,Teenage Mutant Ninja Turtles: Out of …,Adventure,Animation/Live Action,Super Hero,135000000,82051601,163276773,245328374,June
637,2016-07-01,2016,The Purge: Election Year,Horror,Live Action,Science Fiction,10000000,79042440,39472287,118514727,July
638,2016-05-27,2016,Alice Through the Looking Glass,Adventure,Animation/Live Action,Fantasy,170000000,77042381,199885731,276928112,May
639,2016-08-12,2016,Peteâs Dragon,Adventure,Animation/Live Action,Kids Fiction,65000000,76233151,61535824,137768975,August
640,2016-10-07,2016,The Girl on the Train,Thriller/Suspense,Live Action,Contemporary Fiction,45000000,75395035,98883179,174278214,October
641,2016-10-21,2016,Tyler Perryâs Boo! A Madea Halloween,Comedy,Live Action,Contemporary Fiction,20000000,73206343,0,73206343,October
642,2016-09-23,2016,Storks,Adventure,Digital Animation,Kids Fiction,70000000,72679278,110674153,183353431,September
643,2016-03-11,2016,10 Cloverfield Lane,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,72082999,36203423,108286422,March
644,2016-07-22,2016,Lights Out,Horror,Live Action,Contemporary Fiction,5000000,67268835,81537675,148806510,July
645,2016-11-04,2016,Hacksaw Ridge,Drama,Live Action,Dramatization,40000000,67209615,101695067,168904682,November
646,2016-03-18,2016,The Divergent Series: Allegiant,Action,Live Action,Science Fiction,110000000,66184051,105838466,172022517,March
647,2016-06-10,2016,Now You See Me 2,Thriller/Suspense,Live Action,Contemporary Fiction,90000000,65075540,263249467,328325007,June
648,2016-07-22,2016,Ice Age: Collision Course,Adventure,Digital Animation,Kids Fiction,105000000,64063008,338093674,402156682,July
649,2016-04-08,2016,The Boss,Comedy,Live Action,Contemporary Fiction,29000000,63077560,15574647,78652207,April
650,2016-03-04,2016,London Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,62524260,132669825,195194085,March
651,2016-03-16,2016,Miracles from Heaven,Drama,Live Action,Dramatization,13000000,61705123,12093613,73798736,March
652,2016-09-30,2016,Deepwater Horizon,Thriller/Suspense,Live Action,Dramatization,156000000,61433527,61170297,122603824,September
653,2016-12-23,2016,Why Him?,Comedy,Live Action,Contemporary Fiction,38000000,60323786,57101370,117425156,December
654,2016-03-25,2016,My Big Fat Greek Wedding 2,Comedy,Live Action,Contemporary Fiction,18000000,59689605,32406953,92096558,March
655,2016-10-21,2016,Jack Reacher: Never Go Back,Action,Live Action,Contemporary Fiction,60000000,58697076,101249413,159946489,October
656,2016-12-16,2016,Fences,Drama,Live Action,Historical Fiction,24000000,57682904,6599977,64282881,December
657,2016-06-03,2016,Me Before You,Drama,Live Action,Contemporary Fiction,20000000,56245075,152020123,208265198,June
658,2016-07-01,2016,The BFG,Adventure,Animation/Live Action,Kids Fiction,140000000,55483770,144162910,199646680,July
659,2016-05-20,2016,Neighbors 2: Sorority Rising,Comedy,Live Action,Contemporary Fiction,35000000,55340730,53416891,108757621,May
660,2016-06-24,2016,The Shallows,Drama,Live Action,Contemporary Fiction,13000000,55121623,63641819,118763442,June
661,2016-12-09,2016,Office Christmas Party,Comedy,Live Action,Contemporary Fiction,45000000,54767494,60330380,115097874,December
662,2016-12-21,2016,Assassinâs Creed,Action,Live Action,Science Fiction,125000000,54647948,186111734,240759682,December
663,2016-04-15,2016,Barbershop: The Next Cut,Comedy,Live Action,Contemporary Fiction,20000000,54030051,374151,54404202,April
664,2016-01-15,2016,13 Hours: The Secret Soldiers of Beng…,Drama,Live Action,Dramatization,50000000,52853219,16558151,69411370,January
665,2016-11-25,2016,Lion,Drama,Live Action,Dramatization,12000000,51739495,97831225,149570720,November
666,2016-08-19,2016,Kubo and the Two Strings,Adventure,Stop-Motion Animation,Fantasy,55000000,48023088,29525034,77548122,August
667,2016-04-22,2016,The Huntsman: Winterâs War,Action,Live Action,Fantasy,115000000,48003015,117146287,165149302,April
668,2016-11-18,2016,Manchester by the Sea,Drama,Live Action,Contemporary Fiction,8500000,47695371,30038496,77733867,November
669,2016-06-10,2016,Warcraft,Action,Live Action,Fantasy,160000000,47365290,391534534,438899824,June
670,2016-02-12,2016,How to be Single,Romantic Comedy,Live Action,Contemporary Fiction,37000000,46843513,53160267,100003780,February
671,2016-07-08,2016,Mike and Dave Need Wedding Dates,Comedy,Live Action,Contemporary Fiction,33000000,46009673,29888427,75898100,July
672,2016-08-19,2016,War Dogs,Comedy,Live Action,Dramatization,50000000,43034523,43199980,86234503,August
673,2016-11-11,2016,Almost Christmas,Drama,Live Action,Contemporary Fiction,17000000,42065185,428321,42493506,November
674,2016-05-13,2016,Money Monster,Thriller/Suspense,Live Action,Contemporary Fiction,27000000,41012075,52454020,93466095,May
675,2016-11-23,2016,Allied,Drama,Live Action,Historical Fiction,106000000,40098064,79168597,119266661,November
676,2016-07-27,2016,Nerve,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,38583626,47000319,85583945,July
677,2016-02-19,2016,Risen,Drama,Live Action,Historical Fiction,20000000,36880033,9375730,46255763,February
678,2016-05-20,2016,The Nice Guys,Black Comedy,Live Action,Historical Fiction,50000000,36261763,23334984,59596747,May
679,2016-01-22,2016,The Boy,Horror,Live Action,Contemporary Fiction,10000000,35819556,32401396,68220952,January
680,2016-01-22,2016,Dirty Grandpa,Comedy,Live Action,Contemporary Fiction,11500000,35593113,69485336,105078449,January
681,2016-10-21,2016,Ouija: Origin of Evil,Horror,Live Action,Historical Fiction,9000000,35144505,46687361,81831866,October
682,2016-01-22,2016,The 5th Wave,Action,Live Action,Science Fiction,38000000,34912982,76423416,111336398,January
683,2016-10-28,2016,Inferno,Thriller/Suspense,Live Action,Contemporary Fiction,75000000,34343574,185175793,219519367,October
684,2016-04-29,2016,Motherâs Day,Romantic Comedy,Live Action,Contemporary Fiction,25000000,32492859,19874163,52367022,April
685,2016-12-21,2016,Patriots Day,Thriller/Suspense,Live Action,Dramatization,40000000,31886361,20951628,52837989,December
686,2016-02-26,2016,Gods of Egypt,Adventure,Live Action,Fantasy,140000000,31153464,107683292,138836756,February
687,2016-12-16,2016,Collateral Beauty,Drama,Live Action,Contemporary Fiction,36000000,31016021,54293072,85309093,December
688,2016-02-05,2016,"Hail, Caesar!",Comedy,Live Action,Historical Fiction,22000000,30080225,34139971,64220196,February
689,2016-09-09,2016,When the Bough Breaks,Thriller/Suspense,Live Action,Contemporary Fiction,10000000,29747603,1020846,30768449,September
690,2016-02-12,2016,Zoolander 2,Comedy,Live Action,Contemporary Fiction,50000000,28848693,26500000,55348693,February
691,2016-10-21,2016,Moonlight,Drama,Live Action,Historical Fiction,1500000,27854931,37390581,65245512,October
692,2016-01-29,2016,The Finest Hours,Thriller/Suspense,Live Action,Dramatization,70000000,27569558,21683203,49252761,January
693,2016-08-12,2016,Florence Foster Jenkins,Drama,Live Action,Dramatization,29000000,27383770,28616569,56000339,August
694,2016-08-12,2016,Hell or High Water,Western,Live Action,Contemporary Fiction,12000000,27007844,10576460,37584304,August
695,2016-01-08,2016,The Forest,Thriller/Suspense,Live Action,Contemporary Fiction,10000000,26594261,14154969,40749230,January
696,2016-08-19,2016,Ben-Hur,Drama,Live Action,Historical Fiction,95000000,26410477,65259171,91669648,August
697,2016-02-19,2016,The Witch,Horror,Live Action,Historical Fiction,3500000,25138705,15315815,40454520,February
698,2016-09-16,2016,Bridget Jonesâs Baby,Romantic Comedy,Live Action,Contemporary Fiction,35000000,24139805,181682883,205822688,September
699,2016-10-14,2016,Kevin Hart: What Now?,Concert/Performance,Live Action,Factual,10000000,23591043,0,23591043,October
700,2017-12-15,2017,Star Wars Ep. VIII: The Last Jedi,Adventure,Animation/Live Action,Science Fiction,200000000,620181382,712358507,1332539889,December
701,2017-03-17,2017,Beauty and the Beast,Musical,Animation/Live Action,Fantasy,160000000,504014165,752128924,1256143089,March
702,2017-06-02,2017,Wonder Woman,Action,Live Action,Super Hero,150000000,412563408,406229647,818793055,June
703,2017-12-20,2017,Jumanji: Welcome to the Jungle,Adventure,Live Action,Science Fiction,90000000,404508916,556721277,961230193,December
704,2017-05-05,2017,Guardians of the Galaxy Vol 2,Action,Animation/Live Action,Super Hero,200000000,389813101,479300000,869113101,May
705,2017-07-07,2017,Spider-Man: Homecoming,Action,Live Action,Super Hero,175000000,334201140,545965210,880166350,July
706,2017-09-08,2017,It,Horror,Live Action,Historical Fiction,35000000,328828874,372891173,701720047,September
707,2017-11-03,2017,Thor: Ragnarok,Action,Live Action,Super Hero,180000000,315058289,536331846,851390135,November
708,2017-06-30,2017,Despicable Me 3,Adventure,Digital Animation,Kids Fiction,75000000,264624300,767972594,1032596894,June
709,2017-11-17,2017,Justice League,Action,Live Action,Super Hero,300000000,229024295,426920914,655945209,November
710,2017-03-03,2017,Logan,Action,Live Action,Super Hero,127000000,226277068,387925247,614202315,March
711,2017-04-14,2017,The Fate of the Furious,Action,Live Action,Contemporary Fiction,250000000,225764765,1010939031,1236703796,April
712,2017-11-22,2017,Coco,Musical,Digital Animation,Kids Fiction,175000000,210329015,587870055,798199070,November
713,2017-07-21,2017,Dunkirk,Action,Live Action,Dramatization,150000000,190068280,330087094,520155374,July
714,2017-02-24,2017,Get Out,Horror,Live Action,Contemporary Fiction,5000000,176040665,76574494,252615159,February
715,2017-02-10,2017,The Lego Batman Movie,Adventure,Digital Animation,Kids Fiction,80000000,175750384,134820176,310570560,February
716,2017-03-31,2017,The Boss Baby,Adventure,Digital Animation,Kids Fiction,125000000,175003033,352962903,527965936,March
717,2017-12-20,2017,The Greatest Showman,Musical,Live Action,Dramatization,84000000,174340174,263499822,437839996,December
718,2017-05-26,2017,Pirates of the Caribbean: Dead Men Te…,Adventure,Animation/Live Action,Fantasy,230000000,172558876,615682261,788241137,May
719,2017-03-10,2017,Kong: Skull Island,Adventure,Live Action,Science Fiction,185000000,168052812,393019247,561072059,March
720,2017-06-16,2017,Cars 3,Adventure,Digital Animation,Kids Fiction,175000000,152901115,230640254,383541369,June
